language_name,language_code,country
Kupsapiiny,kpz,Uganda
Lango,laj,Uganda
Lugbara,lgg,Uganda
Masaaba,myx,Uganda
Ma’di,mhi,Uganda
Ndrulo,dno,Uganda
Ng’akarimojong,kdj,Uganda
Nubi,kcn,Uganda
Nyang’i,nyp,Uganda
Nyankore,nyn,Uganda
Nyole,nuj,Uganda
Nyoro,nyo,Uganda
Pökoot,pko,Uganda
Ruruuli-Runyala,ruc,Uganda
Saamya-Gwe,lsm,Uganda
Soga,xog,Uganda
Soo,teu,Uganda
Southern Ma’di,snm,Uganda
Talinga-Bwisi,tlj,Uganda
Thur,lth,Uganda
Tooro,ttj,Uganda
Ugandan Sign Language,ugn,Uganda
Hassaniyya Arabic,mey,Western Sahara
Moroccan Arabic,ary,Western Sahara
Tachelhit,shi,Western Sahara
Aushi,auh,Zambia
Bemba,bem,Zambia
Bwile,bwc,Zambia
Chichewa,nya,Zambia
Fwe,fwe,Zambia
Ila,ilb,Zambia
Kaonde,kqn,Zambia
Kuhane,sbs,Zambia
Kunda,kdn,Zambia
Lala-Bisa,leb,Zambia
Lamba,lam,Zambia
Lambya,lai,Zambia
Lenje,leh,Zambia
Lozi,loz,Zambia
Lunda,lun,Zambia
Luvale,lue,Zambia
Luyana,lyn,Zambia
Mambwe-Lungu,mgr,Zambia
Mashi,mho,Zambia
Mbowe,mxo,Zambia
Mbukushu,mhw,Zambia
Mbunda,mck,Zambia
Nkoya,nka,Zambia
Nsenga,nse,Zambia
Nyamwanga,mwn,Zambia
Nyiha,nih,Zambia
Nyika,nkv,Zambia
Sala,shq,Zambia
Settla,sta,Zambia
Shona,sna,Zambia
Simaa,sie,Zambia
Soli,sby,Zambia
Taabwa,tap,Zambia
Tonga,toi,Zambia
Totela,ttl,Zambia
Tumbuka,tum,Zambia
Yauma,yax,Zambia
Zambian Sign Language,zsl,Zambia
Barwe,bwg,Zimbabwe
Birwa,brl,Zimbabwe
Dombe,dov,Zimbabwe
Kalanga,kck,Zimbabwe
Kunda,kdn,Zimbabwe
Lozi,loz,Zimbabwe
Manyika,mxc,Zimbabwe
Nambya,nmq,Zimbabwe
Ndau,ndc,Zimbabwe
Ndebele,nde,Zimbabwe
Nsenga,nse,Zimbabwe
Shona,sna,Zimbabwe
Tonga,toi,Zimbabwe
Tswa,tsc,Zimbabwe
Venda,ven,Zimbabwe
Zimbabwe Sign Language,zib,Zimbabwe
